Year,Province name,District number,Election ,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,Number of DPR seats,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"292,999",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Golongan Karya ,5,"382,985",2,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"229,436",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Demokrat,7,"160,683",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Amanat Nasional ,8,"163,175",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Persatuan Pembangunan ,9,"82,937",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"103,787",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Bulan Bintang ,14,"36,704",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"20,714",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,"3,046,766","2,167,024",308446,,,,,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Nasional Demokrat,1,"175,923",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Kebangkitan Bangsa,2,"185,673",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Keadilan Sejahtera ,3,"135,197",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"399,848",2,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Golongan Karya ,5,"277,947",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"275,950",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Demokrat,7,"235,682",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Amanat Nasional ,8,"170,275",1,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Persatuan Pembangunan ,9,"85,825",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"112,766",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Bulan Bintang ,14,"87,432",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"24,506",,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,"3,626,000","1,907,627",211256,,,,,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Nasional Demokrat,1,"103,289",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Kebangkitan Bangsa,2,"73,293",,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Keadilan Sejahtera ,3,"206,247",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"363,024",2,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Golongan Karya ,5,"265,125",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"207,398",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Demokrat,7,"201,404",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Amanat Nasional ,8,"146,803",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Persatuan Pembangunan ,9,"113,622",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"140,224",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Bulan Bintang ,14,"42,961",,,,,,,,,,,,,,,,
2014,Sumatera Utara,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"44,237",,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,3045012,2221817,238375,,,,,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Nasional Demokrat,1,"193,191",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Kebangkitan Bangsa,2,"121,679",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Keadilan Sejahtera ,3,"114,424",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"294,918",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Golongan Karya ,5,"271,787",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"396,545",2,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Demokrat,7,"258,731",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Amanat Nasional ,8,"204,956",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Persatuan Pembangunan ,9,"92,088",,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"194,856",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Bulan Bintang ,14,"47,437",,,,,,,,,,,,,,,,
2014,Sumatera Utara,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"31,205",,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,3065720,1994915,290456,,,,,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Nasional Demokrat,1,"115,968",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Kebangkitan Bangsa,2,"60,086",,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Keadilan Sejahtera ,3,"120,894",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"298,486",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Golongan Karya ,5,"467,586",2,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Gerakan Indonesia Raya ,6,"212,699",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Demokrat,7,"268,564",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Amanat Nasional ,8,"148,913",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Persatuan Pembangunan ,9,"109,234",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Hati Nurani Rakyat ,10,"130,059",1,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Bulan Bintang ,14,"39,302",,,,,,,,,,,,,,,,
2014,Sumatera Utara,3,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"23,124",,,,,,,,,,,,,,,,
