Year,Election,Province,District Number,Party,Candidate name,"Candidate Gender L=Male, P=Female",Candidate list position
2024,DPR,BALI,BALI,Buruh,"Dunung Imantoro, S.H.",LAKI - LAKI,3
2024,DPR,BALI,BALI,PBB,EDWIN ARSANDI,LAKI - LAKI,3
2024,DPR,BALI,BALI,PKB,"ENDANG TRISWATI, S.Sos.",PEREMPUAN,6
2024,DPR,BALI,BALI,Buruh,Erni Herawati,PEREMPUAN,4
2024,DPR,BALI,BALI,Perindo,"ERWIN SIREGAR, S.H., M.H.",LAKI - LAKI,1
2024,DPR,BALI,BALI,PKS,FAUZAN ABDURRAHMAN,LAKI - LAKI,9
2024,DPR,BALI,BALI,Garuda,FRANS VALENTINO PARDEDE,LAKI - LAKI,8
2024,DPR,BALI,BALI,Golkar,"GDE SUMARJAYA LINGGIH, S.E., M.AP.",LAKI - LAKI,2
2024,DPR,BALI,BALI,Gerindra,"GEDE NGURAH AMBARA PUTRA, S.H.",LAKI - LAKI,2
2024,DPR,BALI,BALI,PKN,"GEDE PASEK SUARDIKA, S.H., M.H.",LAKI - LAKI,1
2024,DPR,BALI,BALI,PAN,"GEMBONG AGUNG DUTABUANA, S.Ds.",LAKI - LAKI,4
2024,DPR,BALI,BALI,PKB,"H. EKO BUDI CAHYONO, S.E., M.M.",LAKI - LAKI,4
2024,DPR,BALI,BALI,Garuda,H. Hasbullah,LAKI - LAKI,4
2024,DPR,BALI,BALI,Gelora,"H. MUDJIONO, S.Pd.I.",LAKI - LAKI,1
2024,DPR,BALI,BALI,PBB,HASAN BASRI,LAKI - LAKI,2
2024,DPR,BALI,BALI,PKB,"Hj. ARBAIYAH, S.Psi.",PEREMPUAN,3
2024,DPR,BALI,BALI,Gerindra,I DEWA GDE AGUNG WIDIARSANA,LAKI - LAKI,1
2024,DPR,BALI,BALI,Gerindra,I DEWA NYOMAN BUDIASA,LAKI - LAKI,5
2024,DPR,BALI,BALI,PDIP,"I G. NGURAH KESUMA KELAKAN, S.T., M.Si.",LAKI - LAKI,1
2024,DPR,BALI,BALI,Buruh,"I Gde Semara Bawa, S.E.",LAKI - LAKI,1
2024,DPR,BALI,BALI,Hanura,I GEDE BAYU KHRISNA ARIBAWA,LAKI - LAKI,3
2024,DPR,BALI,BALI,Golkar,"I GEDE KRISNA PUTRA, S.E.",LAKI - LAKI,7
2024,DPR,BALI,BALI,Garuda,I GEDE NARA ASNANDA,LAKI - LAKI,2
2024,DPR,BALI,BALI,Hanura,I GEDE YASA,LAKI - LAKI,1
2024,DPR,BALI,BALI,Golkar,"I GUSTI AGUNG AYU SRI PUSPA DEWI, S.T.",PEREMPUAN,3
2024,DPR,BALI,BALI,Garuda,I GUSTI AGUNG RONNY INDRA WIJAYA S,LAKI - LAKI,1
2024,DPR,BALI,BALI,PDIP,I GUSTI AYU FOURINA GAMANISWARI,PEREMPUAN,3
2024,DPR,BALI,BALI,Gelora,I GUSTI AYU LENY SAVITRI,PEREMPUAN,3
2024,DPR,BALI,BALI,PBB,"I GUSTI RAYSEPTA DJELANTIK, S.T.",LAKI - LAKI,5
2024,DPR,BALI,BALI,PDIP,"I KETUT KARIYASA ADNYANA, S.P.",LAKI - LAKI,7
2024,DPR,BALI,BALI,PKN,I MADE GAWE,LAKI - LAKI,7
2024,DPR,BALI,BALI,Gelora,"I MADE IRAWAN HENDRA GUNAWAN, S.T.",LAKI - LAKI,2
2024,DPR,BALI,BALI,Demokrat,"I Made Mudarta, S.Sos.",LAKI - LAKI,1
2024,DPR,BALI,BALI,PSI,I MADE VERDY BHAWANTA,LAKI - LAKI,2
2024,DPR,BALI,BALI,PDIP,"I N. ADI WIRYATAMA, S.Sos., M.Si.",LAKI - LAKI,4
2024,DPR,BALI,BALI,Gerindra,I NENGAH WIRATHA,LAKI - LAKI,8
2024,DPR,BALI,BALI,PDIP,"I NYOMAN PARTA, S.H.",LAKI - LAKI,5
2024,DPR,BALI,BALI,Gerindra,"I NYOMAN SUMARDIKA, S.H., M.Kn.",LAKI - LAKI,4
2024,DPR,BALI,BALI,Nasdem,I NYOMAN WINATHA,LAKI - LAKI,7
2024,DPR,BALI,BALI,Perindo,"I PUTU EKA MAHARDHIKA, S.I.P., M.A.P.",LAKI - LAKI,2
2024,DPR,BALI,BALI,PKN,"I PUTU INDRA MANDHALA PUTRA, S.H., M.Kn.",LAKI - LAKI,2
2024,DPR,BALI,BALI,Perindo,"I WAYAN LASTIKAYASA, S.H.",LAKI - LAKI,4
2024,DPR,BALI,BALI,PSI,I WAYAN MARDIANA,LAKI - LAKI,8
2024,DPR,BALI,BALI,Nasdem,I WAYAN SETIAWAN,LAKI - LAKI,4
2024,DPR,BALI,BALI,PKN,"I WAYAN SUDIANA, S.K.M., M.M.",LAKI - LAKI,5
2024,DPR,BALI,BALI,PDIP,"I WAYAN SUDIRTA, S.H., M.H.",LAKI - LAKI,2
2024,DPR,BALI,BALI,Golkar,"I.B. PUTRA D. MANTRA, Ph.D.",LAKI - LAKI,9
2024,DPR,BALI,BALI,Nasdem,IDA AYU KETUT CANDRAWATI,PEREMPUAN,2
2024,DPR,BALI,BALI,Nasdem,"IDA BAGUS OKA GUNASTAWA, S.E.",LAKI - LAKI,3
2024,DPR,BALI,BALI,Gerindra,"IDA BAGUS PUTU MADEG, S.H., M.H.",LAKI - LAKI,9
2024,DPR,BALI,BALI,Gelora,IDA ROSYIDAH,PEREMPUAN,5
2024,DPR,BALI,BALI,Buruh,Indung Marhuyunta Bakti,LAKI - LAKI,8
2024,DPR,BALI,BALI,PDIP,Ir. I GUSTI PUTU BUDIARTA,LAKI - LAKI,8
2024,DPR,BALI,BALI,Nasdem,Ir. I NENGAH SENANTARA,LAKI - LAKI,1
2024,DPR,BALI,BALI,PKS,"IWAN SANTOSO, S.T.",LAKI - LAKI,5
2024,DPR,BALI,BALI,PSI,JANE CHRISDIANTY,PEREMPUAN,9
2024,DPR,BALI,BALI,PSI,JASYNTHA M. NASUTION,PEREMPUAN,6
2024,DPR,BALI,BALI,PKN,"KARLA AMANDA PERMATA, S.Psi.",PEREMPUAN,3
2024,DPR,BALI,BALI,PSI,"KETUT ARYAWAN SUDIRGA, S.T., M.T.",LAKI - LAKI,7
2024,DPR,BALI,BALI,Golkar,"KETUT SUARTINI, S.E.",PEREMPUAN,8
2024,DPR,BALI,BALI,PKN,"KOMANG ASTIARI, S.S.",PEREMPUAN,8
2024,DPR,BALI,BALI,Ummat,KOMARIAH,PEREMPUAN,2
2024,DPR,BALI,BALI,Nasdem,"LUH PUTU NOPI SERI JAYANTI, S.H.",PEREMPUAN,5
2024,DPR,BALI,BALI,PKB,M. SURYA NATA PUTRA,LAKI - LAKI,1
2024,DPR,BALI,BALI,Hanura,MARDIAS,LAKI - LAKI,6
2024,DPR,BALI,BALI,Hanura,MARDIKI SUPRIADI,LAKI - LAKI,8
2024,DPR,BALI,BALI,Perindo,MARIHOT SIMATUPANG,LAKI - LAKI,9
2024,DPR,BALI,BALI,Perindo,MARTHEN PARINUSSA,LAKI - LAKI,8
2024,DPR,BALI,BALI,PAN,MASGUNIRAH,PEREMPUAN,6
2024,DPR,BALI,BALI,Nasdem,"MASRUR MAKMUR, S.S., M.Pd.I.",LAKI - LAKI,6
2024,DPR,BALI,BALI,Demokrat,MIFTA RIZKY POHAN,LAKI - LAKI,5
2024,DPR,BALI,BALI,Ummat,MIFTAHUL ULUM,LAKI - LAKI,4
2024,DPR,BALI,BALI,PAN,MITSLA HANA RUSDY,PEREMPUAN,7
2024,DPR,BALI,BALI,Buruh,Muamar Nawawi Putra Wirawan,LAKI - LAKI,9
2024,DPR,BALI,BALI,PPP,MUCHTAR BS.,LAKI - LAKI,7
2024,DPR,BALI,BALI,PSI,"MUH. ARIEF AS'AD, S.T., M.B.A.",LAKI - LAKI,5
2024,DPR,BALI,BALI,PKB,MUHAMMAD ZAINI,LAKI - LAKI,7
2024,DPR,BALI,BALI,PAN,NASIR. H. S.,LAKI - LAKI,5
2024,DPR,BALI,BALI,Demokrat,NENG EVI SYAMSIAH,PEREMPUAN,6
2024,DPR,BALI,BALI,Hanura,"NI GALUH DYAH UTARI, S.E.",PEREMPUAN,7
2024,DPR,BALI,BALI,Hanura,NI KADEK DUWI ANTARI,PEREMPUAN,5
2024,DPR,BALI,BALI,Hanura,NI LUH PUTU DESY WIDARIWATI,PEREMPUAN,4
2024,DPR,BALI,BALI,Demokrat,"NI MADE MARTINI, S.Sos., M.A.P.",PEREMPUAN,7
2024,DPR,BALI,BALI,Buruh,Ni Made Rudi Artini,PEREMPUAN,2
2024,DPR,BALI,BALI,PAN,NI MADE SRI YOGI LESTARI,PEREMPUAN,2
2024,DPR,BALI,BALI,PBB,NI PUTU KRISTIANI PUTRA,PEREMPUAN,4
2024,DPR,BALI,BALI,Golkar,"NI PUTU SAWITRI, S.H., M.H.",PEREMPUAN,6
2024,DPR,BALI,BALI,PKN,NI PUTU SRI UTARI,PEREMPUAN,6
2024,DPR,BALI,BALI,Hanura,NOVIABERD TRIVERCOMARNA BENYAMIN,LAKI - LAKI,9
2024,DPR,BALI,BALI,PKS,NURUL ISLAMIYAH,PEREMPUAN,4
2024,DPR,BALI,BALI,Demokrat,OKI FAHREZA,LAKI - LAKI,8
2024,DPR,BALI,BALI,Garuda,PETRUS FEO,LAKI - LAKI,5
2024,DPR,BALI,BALI,Gerindra,"PUTU MEIDA ANNY LIESTARINI, S.H.",PEREMPUAN,7
2024,DPR,BALI,BALI,Demokrat,PUTU SUPADMA RUDANA,LAKI - LAKI,2
2024,DPR,BALI,BALI,Gerindra,"PUTU SUPRAPTI SANTY SASTRA, S.H.",PEREMPUAN,3
2024,DPR,BALI,BALI,Hanura,RENIKA MANURUNG,PEREMPUAN,2
2024,DPR,BALI,BALI,PKB,"RIFKI HARDIYANTI ALIFATUL MAGHFIROH, S.Pd.",PEREMPUAN,8
2024,DPR,BALI,BALI,PKB,"RONALDO DARMAWAN, S.H.",LAKI - LAKI,9
2024,DPR,BALI,BALI,PPP,"SABARUDIN, S.E.",LAKI - LAKI,5
2024,DPR,BALI,BALI,PDIP,"SAGUNG RATU SRI JAYA LAKSMI, S.E.Ak",PEREMPUAN,6
2024,DPR,BALI,BALI,PKB,"SAHRI ASNAWI, S.Sos",LAKI - LAKI,5
2024,DPR,BALI,BALI,PAN,SANTIKA SORAYA,PEREMPUAN,8
2024,DPR,BALI,BALI,PPP,SAPARI,LAKI - LAKI,9
2024,DPR,BALI,BALI,Perindo,"SELVIANTI JOENOES, S.H.",PEREMPUAN,3
2024,DPR,BALI,BALI,PKS,SHAEHATULLAH,LAKI - LAKI,6
2024,DPR,BALI,BALI,Perindo,"SOETJIPTO HIDAJAT, S.Pd.",LAKI - LAKI,6
2024,DPR,BALI,BALI,Garuda,SOVIANA,PEREMPUAN,6
2024,DPR,BALI,BALI,PBB,"SRI HARTITO NATALIA HARUN, S.E.",PEREMPUAN,7
2024,DPR,BALI,BALI,PPP,"SU'UDI, M.Si.",LAKI - LAKI,1
2024,DPR,BALI,BALI,PPP,"SUNARTI, S.Pd.",PEREMPUAN,8
2024,DPR,BALI,BALI,Demokrat,SUNDANI WAHYUNINGSIH,PEREMPUAN,3
2024,DPR,BALI,BALI,Ummat,"SYAFWINA MAHARGIYANI, S.T.",PEREMPUAN,3
2024,DPR,BALI,BALI,PBB,SYARIFAH FAHADA,PEREMPUAN,1
2024,DPR,BALI,BALI,Nasdem,THERESIA ATSTA MONITASIWI,PEREMPUAN,8
2024,DPR,BALI,BALI,PAN,TRACEY KUEN,PEREMPUAN,9
2024,DPR,BALI,BALI,Demokrat,"TUTIK KUSUMA WARDHANI, S.M., M.M., M.Kes.",PEREMPUAN,9
2024,DPR,BALI,BALI,Gelora,UMI FARIDA,PEREMPUAN,7
2024,DPR,BALI,BALI,Ummat,WARAS PRIYANGGA,LAKI - LAKI,1
2024,DPR,BALI,BALI,PKS,WAYAN SURINADI,PEREMPUAN,7
2024,DPR,BALI,BALI,PKN,YAN MITHA DJAKSANA,LAKI - LAKI,4
2024,DPR,BALI,BALI,Buruh,Zakaria,LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Buruh,AGUS RULI ARDIANSYAH,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PDIP,"AGUSTINUS THOMAS SARAGIH, S.H.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,PKB,AHMAD FAUZI,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PKB,"AHMAD NURKHOLID, S.Th.I.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,Gerindra,"ALI ZAMRONI, S.Sos., M.A.P.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Demokrat,ANDI ARIEF,LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PBB,ANGGRILIA PANCALIKA,PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,PKN,ARDESTI PRATAMI,PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,Nasdem,ARIF RAHMAN,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PBB,ATHORI LUBIS,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Buruh,AWALLUDIN,LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,PKN,BAMBANG IRAWAN,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PDIP,BONNIE TRIYANA,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PKN,BUDI MARWOTO,LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Perindo,CANDRA NADA IRMAWAN,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Garuda,CUT SYAFRIZA,PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,PKS,"DADAN SETIAWAN, S.Pd.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PAN,DEDE SUPRIYADI,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,PPP,Dr. DARMAWAN S,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,PKS,"Dr. H. R. ACHMAD DIMYATI NATAKUSUMAH, S.H., M.H., M.Si.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Golkar,"Dr. Hj. ADDE ROSI KHOERUNNISA, S.Sos., M.Si.",PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN I,Demokrat,"Dr. Hj. Iti Octavia Jayabaya, S.E., M.M.",PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN I,Gerindra,dr. ZAHROTUN NI'MAH,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,Ummat,"Dra. MUTIA FRIDA, MPA.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,PPP,"Drs. H. ANHAR ACHMAD, M.M.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,PAN,Drs. MOH. BABAY SUJAWANDI,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PBB,DULHANI,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,PAN,DYAH LILIS NOVIHATI,PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,PKB,ETY ROSLIAH,PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,Buruh,FAISAL,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Garuda,"FIRMANSYAH, M.Si.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Golkar,"GOUSTA FERIZA, S.H., M.H.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PKB,"H. ABDUL ROCHMAN, S.Ag.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,PKS,"H. ADE SALAMUN, S.Ag., M.Si.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Gerindra,"H. ANDA SUHANDA, S.E.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Nasdem,"H. ANDA, S.E., M.M.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Ummat,"H. BARHAN, S.E., M.M.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Golkar,"H. DADAN MUCHAMMAD R, S.E.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,PPP,H. IIP MIFTAHUL CHOIRY,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,PAN,"H. IYUS PRIATNA, S.Sos.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,Gerindra,"H. SYAHRUDDIN, S.H., M.H.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,PPP,H. TRI FIRDAUS AKBARSYAH,LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PSI,Heliyana,PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,Hanura,"HERI SAPARI KAHPI, S.E., M.M.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Ummat,HESTHI PRASTIWI,PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,PPP,"Hj. AAM MARYAMAH, S.H.",PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,Nasdem,"Hj. MARYAM MAHMUDAH, S.Pd.",PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,Nasdem,"HURISAL JAMHUR, S.T., M.M.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,Buruh,IKA KARTIKA,PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,PSI,IMAM PEBRIANSYAH,LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,PKS,"INDAH LIDA PRATIWI, S.I.Kom., M.I.Kom.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,PSI,"Ir. Djodi Budi Sambodo, M.T.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Demokrat,"Ir. HAMDAN FAISAL, M.M.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Buruh,IWAN SETIAWAN,LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PKS,K.H. AHMAD SADELI KARIM,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Perindo,"KH. SUBHAN AMIER, Lc., MA.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Perindo,"LESTARI, S.E.",PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,Perindo,"LUFI IRAWAN, S.IP.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Hanura,"MADSUHA MURDIANA, S.E.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,PSI,"Mary Silvita, S.H.I.",PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN I,PDIP,MOCHAMAD HASBI ASYIDIKI JAYABAYA,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Nasdem,"MUHAMMAD ASRI ANAS, S.S.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,PKB,"MUHAMMAD RIHABULLOH, B.A.(Hons)",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Gerindra,"MUHAMMAD ZAILYE FARHAN, S.E.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Ummat,MUHSIN AHMAD ALATTAS,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Garuda,MUKHLAS,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Garuda,N OKI OKTAVIANI,PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,Golkar,"NEIL SADEK, S.H.",LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,PPP,"NENG SITI JULAIHA, S.Pd.I., M.Pd.",PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,Demokrat,Neng Yayat Nurhayati,PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,PBB,"NUR ALFA KUSUMA PATRIA, S.H., M.Kn.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,PKN,NURUL AENI,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,Perindo,OKY SOFIYANDRI,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Ummat,"RAM ARIFF, S.T., M.M.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,PKN,RANI LARASATI,PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,Golkar,"RASYULA ANDARI, S.Ikom.",PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN I,Ummat,REZA M. SURYADI,LAKI - LAKI,5
2024,DPR,BANTEN ,BANTEN I,Hanura,"RIA DAHLIA, S.Sos.",PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,Nasdem,RIA MAHDIA FITRI,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,PKB,"RISYA AZZAHRA RAHIMAH NATAKUSUMAH, B.B.A.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,Demokrat,RIZKI AULIA RAHMAN NATAKUSUMAH,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Hanura,"ROBBY SIAHAAN, S.E.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,PSI,"ROFIQOH SULAEMAN, S.E.",PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,PDIP,ROSMAYANTI NAIM,PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,PAN,"RT. ANITA TRISTIAWATI KD, S.H.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,Buruh,SENDI ROHIMAH,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,PDIP,"SIMON EDWARD HASIHOLAN, S.T.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,PKS,"SITI RINA AGUSTINA, S.H.",PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,PBB,SITI ZUBAIDAH,PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,Hanura,"SRI UTAMI, S.E.",PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN I,PBB,Sulthan Rayhan Fadhila Fasha,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Garuda,TB . SUTAN FADILLAH,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Golkar,"TERA HERLIANA, A.Ma.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN I,PDIP,"TIA RAHMANIA, M.Psi., Psikolog.",PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,PSI,"TOMMY MAULANA, S.Pd.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN I,Gelora,"TUBAGUS BANIRIZQI, S.Kom.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN I,Perindo,"VIVI SUMANTRI JAYABAYA, S.Sos",PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN I,Hanura,WINARKO CATUR SIWI,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Gerindra,"WULAN ANGRAENI, S.I.Kom.",PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN I,PAN,"YAHDIL ABDI, S.H., M.H.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN I,Garuda,YOGI WAHYUDIN,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN I,Demokrat,"Yoyon Sujana, S.E.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN I,Gelora,YULITA MANSYUR,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN I,PKN,ZULKARNAIN,LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN II,PSI,Adisti Gupita Andyaningrum,PEREMPUAN,2
2024,DPR,BANTEN ,BANTEN II,Hanura,AFDHALI APRETO,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,PSI,"Andrew Sutandi, S.E.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN II,Buruh,ANGGA HERMANDA,LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN II,Gerindra,ANNISA M.A. MAHESA,PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN II,Buruh,ANTONIUS,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,PPP,"BAMBANG WAHYU GANINDRA, S.H., M.H.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,Hanura,BETTI NOVERTI,PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN II,Nasdem,"CAHYO HENDRO ATMOKO, S.T.P., M.M.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN II,PSI,DEDE HERMAWAN,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,PKS,"DENI SETIADI, S.Pd.",LAKI - LAKI,6
2024,DPR,BANTEN ,BANTEN II,PKB,DESSY PUSPITA ANGGRAINI,PEREMPUAN,5
2024,DPR,BANTEN ,BANTEN II,Perindo,DESTRINA RUSDA,PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN II,Garuda,DIDI ROSIDI,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,Golkar,DILA PINGKAN AMELIA,PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN II,PKN,"Dr. H. ABBAS SAID, S.H., M.H.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,PKS,"Dr. H. JAZULI JUWAINI, M.A.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,Perindo,Dra. Hj. RATU SITI ROMLAH,PEREMPUAN,1
2024,DPR,BANTEN ,BANTEN II,Ummat,Drs. AEP JUNAEDI,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN II,Nasdem,"Drs. H. EDI ARIADI, M.Si.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,Golkar,Drs. MOHAMAD ALY YAHYA,LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,PKN,"Drs. RAMBUN SUMARDI, Ak., M.Si.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN II,Hanura,Drs. SISWADI,LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,Gerindra,"DWI ARKANI IZZATI, A.Md.P.",PEREMPUAN,6
2024,DPR,BANTEN ,BANTEN II,Gelora,EDI HUSIN,LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN II,Nasdem,ELIN PURNAMASARI,PEREMPUAN,4
2024,DPR,BANTEN ,BANTEN II,Ummat,"EVI ROSITA, S.H.",PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN II,PKN,FEFY CHOIRINA SAFA,PEREMPUAN,3
2024,DPR,BANTEN ,BANTEN II,Demokrat,"H. ANDI DIAN PUTRA, S.T., M.M.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN II,PDIP,"H. BAMBANG SUWONDO, S.H., SpN., M.H.",LAKI - LAKI,2
2024,DPR,BANTEN ,BANTEN II,PAN,"H. EDISON SITORUS, S.T.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,PKS,"H. EMAN SUKIRMAN, S.E., M.Si.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN II,PKB,"H. ERRY AYUDHIANSYAH, S.H., M.H.",LAKI - LAKI,1
2024,DPR,BANTEN ,BANTEN II,Demokrat,"H. MUHAMAD HARIS, S.H.",LAKI - LAKI,4
2024,DPR,BANTEN ,BANTEN II,PPP,H. MUHAMAD MUNAWAR HALILI,LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN II,Perindo,"H. NANANG FIRDAUS MASDUKI, Lc.",LAKI - LAKI,3
2024,DPR,BANTEN ,BANTEN II,Gelora,H. NOVIS SUGIAWAN,LAKI - LAKI,1
